Recommendations for user A0488385844WNV2OWO9X: ['B0002H842C', 'B0001EKVCW', 'B0001EL9BO', 'B000GSTHZU', 'B0001EKYEM', 'B000HX6JRI', 'B001G9CJO4', 'B008MAUMEO', 'B004ILMUYG', 'B00F9JGPTW']
Recommendations for user A1143YEAZYMYHJ: ['B00JRW7QCC', 'B000XTFP1W', 'B0011U7772', 'B01BTWDRN4', 'B000NARU2S', 'B00JLQQ9UE', 'B005CX2DTQ', 'B000X1DKFS', 'B01EBTBIMO', 'B002D4J3VI']
Recommendations for user A11440ZB6FEAKF: ['B00KWH9YZ8', 'B00KWGZD36', 'B00UKLV9QS', 'B00FBH5AXY', 'B007Y550PO', 'B016FD2GOI', 'B00C9O4EQ6', 'B00NIQALAC', 'B00C74QBUA', 'B001F0D11Y']
Recommendations for user A117FS98WND9A3: ['B001VJVP0S', 'B00C8FVY3M', 'B00172NNEK', 'B000O5RVJO', 'B00172PC3A', 'B000PHZ7GK', 'B008VKEA9I', 'B00172BJ3W', 'B0015ZAOLY', 'B000O5WCN4']
Recommendations for user A117NOT6QPCRMV: ['B004N2S2JM', 'B00IRNQM22', 'B00IRNQJYI', 'B00D13IM8U', 'B00AAV845M', 'B004J0XOTQ', 'B00HG4NZN2', 'B007AO3LJG', 'B00KTTCYQK', 'B004LEKKZQ']
Recommendations for user A117XUS2KI1M04: ['B000LRPGF6', 'B00837YY18', 'B000J10J5Q', 'B00A9TZMQE', 'B00021CDQ6', 'B00351VOUQ', 'B000JPMHWK', 'B001LY7GEM', 'B000FDVVVE', 'B00172WFZI']
Recommendations for user A1190GQQ1BTICP: ['B00172VUWW', 'B000W6244M', 'B0016A7QNC', 'B0014K90S8', 'B00JLQQ9UE', 'B003S5HTHG', 'B01E7UY7AC', 'B000XTFP1W', 'B0011U7772', 'B0015ZC1G0']
Recommendations for user A11A05XL3VUOUQ: ['B000R92XHM', 'B0006FMQWO', 'B00N0YMMMC', 'B00O56OWV8', 'B000TD2QXC', 'B000KK7XQ4', 'B004EBDC60', 'B007PKSPJG', 'B0002X4F0Q', 'B0001EL5R2']
Recommendations for user A11AP4QERYPCLK: ['B001P3QHHG', 'B00F9JGPTW', 'B00IK9Y6FS', 'B0001EL9BO', 'B003L00YJI', 'B000TUNMW4', 'B001QRG190', 'B00BEZNBJ2', 'B004I14JCC', 'B00092M2X2']
Recommendations for user A11B61QBGHLQDN: ['B00ISWDTEG', 'B00ZY93VMG', 'B00BSD8PPU', 'B004TW7U2Q', 'B004Q1OBNQ', 'B00VT24J5U', 'B01BMBL56S', 'B00GHXJDQQ', 'B000Q388UK', 'B00M0V083Q']
Recommendations for user A11CV6M1H8S1EC: ['B000O5RVJO', 'B00172NNEK', 'B000O5WCN4', 'B001VJVP0S', 'B000PHZ7GK', 'B00172BJ3W', 'B0015ZC124', 'B00172VV80', 'B000PHVTVC', 'B00132H3UE']
Recommendations for user A11EQENJJRH8X6: ['B000J4FGAG', 'B0058TE4WI', 'B000J4IE32', 'B001782ONU', 'B0011U7772', 'B000XTFP1W', 'B00YFTOET0', 'B002D4J3VI', 'B003CFB39C', 'B000NARU2S']
Recommendations for user A11F3YONMF67ML: ['B007PORYUI', 'B0006PLMFQ', 'B000J4IE32', 'B001782ONU', 'B00YFTOET0', 'B000XTFP1W', 'B0011U7772', 'B003CFB39C', 'B000SX3380', 'B000CNTT9I']
Recommendations for user A11F5KW6QXHL8L: ['B01GDUM666', 'B00J66M2SM', 'B015NW2D0E', 'B00W68VTPY', 'B00FBH2PAA', 'B00H2VO6P0', 'B00JH94LFA', 'B00LA5NHXQ', 'B00F6XZVXC', 'B00G930HW8']
Recommendations for user A11FX8HL2ANK6T: ['B00170BJDY', 'B00120RRYO', 'B000NL0T1G', 'B000J4K0YI', 'B00MRFP8I0', 'B00JFWA72U', 'B001UHN0I6', 'B000C1Z1WO', 'B000LJCNG4', 'B00HG4NZN2']
Recommendations for user A11GP02YZJBGG3: ['B000BYVBIU', 'B00172JYKW', 'B00172NNDQ', 'B003SKTYEW', 'B000IOBEG2', 'B00S5XNIS0', 'B00SVEPN4A', 'B01DQG37VS', 'B00ZY93VMG', 'B0015ZC1G0']
Recommendations for user A11IKWE7B29TOJ: ['B01H353A74', 'B01ELUQJ3Q', 'B00JDTAAF4', 'B01BMBMTS6', 'B0002CEIQ8', 'B00LA5NKTM', 'B00NIQALAC', 'B00ET3D5VK', 'B00M0V03Q8', 'B00C9O4EQ6']
Recommendations for user A11J81ZI9KAERU: ['B000X1LR6W', 'B0042L1XJK', 'B00SNM5US4', 'B00265YNFK', 'B000SWY05Q', 'B01BZV8HJI', 'B000ZOFUOC', 'B002QG6P9G', 'B000YBIOAS', 'B0002MPS7G']
Recommendations for user A11JWVCT7N93NH: ['B00V6R32BA', 'B009043PEA', 'B00172VUWW', 'B000W6244M', 'B00V6R3TUE', 'B00EJ9Z6KW', 'B002DW44Y6', 'B002D4J3VI', 'B0016A7QNC', 'B0014K90S8']
Recommendations for user A11JXAJHP7KESY: ['B00170BJDY', 'B00170BJD4', 'B00UKL9TR4', 'B001CT099U', 'B000NUG5LK', 'B0006B4VVW', 'B00CTS82YW', 'B00DRD3D4W', 'B000VJTH8G', 'B000BJUS6Q']
Recommendations for user A11K70GWSB7A5Z: ['B00JDTAAF4', 'B00547H5U2', 'B000YOMR8A', 'B00ET3D5VK', 'B000Q39MBY', 'B00JH94LFA', 'B0089HGSMK', 'B00JR67PU6', 'B000UEROLE', 'B00COV2LUA']
Recommendations for user A11LI37SHY97N: ['B00176GSEI', 'B00014340I', 'B001O51GUI', 'B001B271Q2', 'B0006PJRVM', 'B00014351Q', 'B0006PJRRG', 'B0018BQ5MW', 'B000BGRC18', 'B00265YNFK']
Recommendations for user A11LNPG39A2ZV4: ['B01BMBNK2U', 'B01BMBMVCK', 'B00J66M2SM', 'B000YOMR8A', 'B01443UL3Y', 'B00TBJWR0M', 'B005COP4FA', 'B0062O4TFA', 'B01BMBNUQQ', 'B01H353A74']
Recommendations for user A11LZPM3Z86VWM: ['B01GDUM666', 'B01GDUM6UC', 'B0188Q46E8', 'B00FNYVQ1A', 'B00UVRZLLA', 'B000V3MHA2', 'B019QSJUDY', 'B00LO2RO7K', 'B00C1RWL16', 'B017GZJFV6']
Recommendations for user A11N2I11HJBD3E: ['B00699JDKY', 'B0058TE4WI', 'B000J4IE32', 'B00YFTOET0', 'B000XTFP1W', 'B0011U7772', 'B001782ONU', 'B000SX3380', 'B002D4J3VI', 'B0009OAI40']
Recommendations for user A11OTLEDSW8ZXD: ['B00014GT8W', 'B00R1CL2HK', 'B00LA5NKTM', 'B0002CEIQ8', 'B00YOL1D9I', 'B00ZVD9JOE', 'B001NZ1OWO', 'B000Q388UK', 'B01GDUM666', 'B01G8UTFLA']
Recommendations for user A11UJ1CHEHNEGP: ['B00699JDKY', 'B0006PLMFQ', 'B000J4IE32', 'B001782ONU', 'B00YFTOET0', 'B000SX3380', 'B0011U7772', 'B000XTFP1W', 'B000CNTT9I', 'B002D4J3VI']
Recommendations for user A11UNM6QZ3XTZH: ['B00BPJ18DS', 'B00E2VB8P4', 'B002612K9K', 'B00AYLYETS', 'B00HV464QW', 'B00683MOWK', 'B000TD5K8U', 'B000X1LR6W', 'B00EU6NK66', 'B0019IVEEI']
Recommendations for user A11X1WHC7P6DGN: ['B00176GSEI', 'B0010TOZ5Q', 'B011CWNV1O', 'B00CLIC7E6', 'B009G532FA', 'B00BBO926M', 'B00172NN22', 'B002D48R2Y', 'B00C78UQ84', 'B002ONCHGQ']
Recommendations for user A11XLS2X7AO7PQ: ['B0016A4TF0', 'B000ULF8Q0', 'B000ZJDYTA', 'B0009PL3B6', 'B0012RSQS8', 'B000ULNEUM', 'B0012RWK5I', 'B00LTZ993Y', 'B00021B3XU', 'B000PY9HG4']
Recommendations for user A11YA52GQ0D6B6: ['B000NG80GM', 'B00QA29O2C', 'B00014GT8W', 'B00M0V39VE', 'B001O51GUI', 'B005OTVVWS', 'B00H2VO6P0', 'B000248HLI', 'B00UZGFNHY', 'B000142FVW']
Recommendations for user A11YC63APLB2K9: ['B0002MPS7G', 'B000Z5Y8GC', 'B00I1KNIO6', 'B000X1DKFS', 'B000YOMR8A', 'B000X1LR6W', 'B000W8P8F2', 'B00A87CW0G', 'B000Z657ZW', 'B0010TOZ5Q']
Recommendations for user A11Z3ANM4PQFMH: ['B00837YY18', 'B001LY7GEM', 'B00172WFZI', 'B000LRPGF6', 'B0006B4VVW', 'B00FF77IQC', 'B000JPMHWK', 'B00A9TZMQE', 'B000BK1U5S', 'B01GFYWYC6']
Recommendations for user A12066XBJS20IF: ['B003OGV7UO', 'B004JIDUWE', 'B007AO3LJG', 'B00IRNQJYI', 'B00D13IM8U', 'B00AAV845M', 'B00KTTCYQK', 'B005G5FN2E', 'B004N2SQUC', 'B00IRNQM22']
Recommendations for user A122SFGLAHQLSJ: ['B00M0V39VE', 'B00014GT8W', 'B01GDUM666', 'B002HG7NX2', 'B00B95PWYE', 'B0188Q46E8', 'B01ALDX700', 'B000Q388UK', 'B00LA5NKTM', 'B00LO2RO7K']
Recommendations for user A1278GKNIB8UZ: ['B00H2VO6P0', 'B00014GT8W', 'B002HG7NX2', 'B00J66M2SM', 'B0002RI2PG', 'B01CEJLJOK', 'B003EHOLAQ', 'B01AYN0MBE', 'B00B95PWFS', 'B00B95PWYE']
Recommendations for user A12C1OTJ37UUG7: ['B00A9OEJT0', 'B00J4OTK9A', 'B00MRFP8I0', 'B00021CDQ6', 'B00VAS9MT6', 'B0140H17MS', 'B000HP9M34', 'B00CUF3RZ8', 'B00170BJCA', 'B000BOCRVA']
Recommendations for user A12DQZKRKTNF5E: ['B006ZVNNJ8', 'B000Q2Y04Y', 'B004IS7CV0', 'B01CEJLJOK', 'B00120RRYO', 'B00T57UPNQ', 'B00HQKPC8W', 'B00GHX513U', 'B000Q39MBY', 'B000G0JZYQ']
Recommendations for user A12E0Y0J6584RT: ['B002HG7NX2', 'B00J66M2SM', 'B00B95PWFS', 'B0002RI2PG', 'B01GDUM666', 'B01CF4J540', 'B000Q388UK', 'B00B95PWYE', 'B006989VBG', 'B0012XM8MC']
Recommendations for user A12ENBT314RFXR: ['B00WFH2BX0', 'B01714LPZG', 'B00B1Q85F4', 'B01BI8MEZ6', 'B006XCUR5C', 'B00TI4C0ES', 'B000V3ME6Y', 'B000LZBNJG', 'B01BI4R3NI', 'B01A982YRO']
Recommendations for user A12GK5JUYAV0HM: ['B00014340I', 'B001O51GUI', 'B001B271Q2', 'B0006PJRVM', 'B00014351Q', 'B0006PJRRG', 'B0018BQ5MW', 'B000BGRC18', 'B00265YNFK', 'B0009EXM52']
Recommendations for user A12LN1UTGCPU4R: ['B00IRNQM22', 'B004J0XOTQ', 'B004JIDUWE', 'B00D13IM8U', 'B00AAV845M', 'B007AO3LJG', 'B007EZ0CC0', 'B00IRNQJYI', 'B00HG4NZN2', 'B004N2SQUC']
Recommendations for user A12LOSDZX5869M: ['B00172IES0', 'B00172PC3A', 'B0015ZC0W0', 'B003L8RVZ0', 'B00172NNEK', 'B0015ZC0ZM', 'B000PHVTVC', 'B00172LM84', 'B000PHZ7HO', 'B0015Z2X90']
Recommendations for user A12LXY31MFASAL: ['B00IRNQM22', 'B004J0XOTQ', 'B004N2SQUC', 'B00AAV845M', 'B002K6AHQY', 'B01C68GAXE', 'B00HG4NZN2', 'B004LEMWGG', 'B001QWCCQG', 'B004JIDUWE']
Recommendations for user A12PH6L5QSVTYN: ['B0001EKVCW', 'B0001EKVGS', 'B00JGX9C6A', 'B000CR0F4C', 'B000PHRIYE', 'B00DY68AC2', 'B002D48QR0', 'B001AMBAIS', 'B0002CEIQ8', 'B000YBNL2Y']
Recommendations for user A12QB51VZ8CGOT: ['B004N2S2JM', 'B00KTTCYQK', 'B00HG4NZN2', 'B00IRNQM22', 'B007AO3LJG', 'B004J0XOTQ', 'B00TTABE7U', 'B004SY3X3A', 'B007EZ0CC0', 'B00D13IM8U']
Recommendations for user A12S8UQEIPZJKE: ['B000Q33C4M', 'B01B4OIJ62', 'B000V3ME6Y', 'B00IMJF09M', 'B00OMLC9HA', 'B00COV2LUA', 'B00M0V39VE', 'B00172LM8O', 'B00ET3D5VK', 'B00FBH79OC']
Recommendations for user A12UB42W3M4FTS: ['B00IZO0LLG', 'B000CRQHNU', 'B008MAPGEK', 'B000GSTHZU', 'B00354QIEU', 'B0049WUFMS', 'B00VV8S1GK', 'B000YBNL2Y', 'B000GHVTN4', 'B0001EKVCW']
Recommendations for user A12V2M84DUFGL5: ['B0007WX0EY', 'B00203KP8C', 'B000C1Z1H4', 'B00203Q9B4', 'B005LW0BI8', 'B00172VUWW', 'B00FRERO7G', 'B00LCBRIW4', 'B0025YVBG6', 'B00203Q9FK']
Recommendations for user A12X7K54734QXE: ['B000LZBNJG', 'B000V3ME6Y', 'B00W68VTPY', 'B01GDUM666', 'B00H2VO6P0', 'B00MP1859A', 'B00512SFZO', 'B005EZSUS0', 'B00S5XNIS0', 'B005JJ4FEE']
Recommendations for user A12YPN6IFWKN93: ['B0011FMDU8', 'B001EGP680', 'B001JDHR4Y', 'B000X1M8VK', 'B00KRG4BSE', 'B00I8NUF2O', 'B00KYCLTCM', 'B000ZOFUOC', 'B0002MPS7G', 'B00MI1CNRC']
Recommendations for user A12ZFSESFYJF2G: ['B0016BIQ9O', 'B0089AABLQ', 'B0016A4TF0', 'B00172PC80', 'B000V3MGFS', 'B013SZNKQE', 'B000W6244M', 'B000Q384SQ', 'B001VJXL0U', 'B002B4540O']
Recommendations for user A1307TZ17X6SD2: ['B00DTH63P2', 'B00BXS9PFE', 'B000J4IE32', 'B00YFTOET0', 'B0011U7772', 'B000XTFP1W', 'B001782ONU', 'B002D4J3VI', 'B00FRRVXLQ', 'B000SX3380']
Recommendations for user A133L22TAC5TA9: ['B00W68VTPY', 'B002P3L99G', 'B000IO6NFE', 'B000IOBETE', 'B0188Q46E8', 'B01GDUM666', 'B000V3ME6Y', 'B005JJ4FEE', 'B009C5NAJC', 'B00J66M2SM']
Recommendations for user A1353000WAKP87: ['B00B59AULY', 'B0006PLMFQ', 'B000J4IE32', 'B001782ONU', 'B00YFTOET0', 'B000XTFP1W', 'B0011U7772', 'B000SX3380', 'B000CNTT9I', 'B002D4J3VI']
Recommendations for user A1382NUB0AKHTK: ['B009C5NAJC', 'B000V3IQGQ', 'B01H353A74', 'B000Q388UK', 'B01ALDX6JW', 'B010NL8Q92', 'B003YC8NS2', 'B00021D2Z2', 'B01BMBNUQQ', 'B0002CEIQ8']
Recommendations for user A13ARKH8FCOFQ0: ['B007PORYUI', 'B00699JDKY', 'B000J4IE32', 'B00YFTOET0', 'B000XTFP1W', 'B0011U7772', 'B001782ONU', 'B000SX3380', 'B003CFB39C', 'B000CNTT9I']
Recommendations for user A13BQX5F2A0CQF: ['B001P3QHHG', 'B008MAPGEK', 'B0007ZG2DW', 'B000CRQHNU', 'B00F9JGPTW', 'B0001EKVGS', 'B001CWF2US', 'B000GEJQKK', 'B00IZO0LLG', 'B003L00YJI']
Recommendations for user A13D08OA1VG6J3: ['B00IRNQM22', 'B004J0XOTQ', 'B004JIDUWE', 'B00D13IM8U', 'B00AAV845M', 'B007AO3LJG', 'B007EZ0CC0', 'B00IRNQJYI', 'B00HG4NZN2', 'B004N2SQUC']
Recommendations for user A13E51ZEL1ZU7M: ['B00172JYIY', 'B001VJXL0U', 'B008XN7DBA', 'B0015ZAOGO', 'B00172M9Q8', 'B005IXG9Y0', 'B001F7EJPE', 'B000NUG5LK', 'B0057MMSWY', 'B000YBIOAS']
Recommendations for user A13E7YU3XNRNL9: ['B00DTH63P2', 'B00699JDKY', 'B000J4IE32', 'B00YFTOET0', 'B000XTFP1W', 'B0011U7772', 'B001782ONU', 'B000SX3380', 'B002D4J3VI', 'B005DUA5BG']
Recommendations for user A13EHOQ40ARXDI: ['B019OS5DRS', 'B003S5HTHG', 'B003U28VJW', 'B005RGAJHQ', 'B00113RO5O', 'B003RJ165Y', 'B0001EL5Q8', 'B000Y1X32W', 'B00172VUWW', 'B0001EL5OU']
Recommendations for user A13EPWUSIYR4E1: ['B004N2S2JM', 'B00IRNQM22', 'B00IRNQJYI', 'B00D13IM8U', 'B00AAV845M', 'B004J0XOTQ', 'B00HG4NZN2', 'B007AO3LJG', 'B00KTTCYQK', 'B004LEKKZQ']
Recommendations for user A13FIFP73X0GTR: ['B00B59AULY', 'B000J4FGAG', 'B00DTH63P2', 'B00BXS9PFE', 'B000J4IE32', 'B000XTFP1W', 'B0011U7772', 'B00YFTOET0', 'B001782ONU', 'B002D4J3VI']
Recommendations for user A13GZCHAMKWYBT: ['B00BOK233M', 'B000Q39MBY', 'B01BMBNK2U', 'B00JDTAAF4', 'B000Q388UK', 'B00T57UPNQ', 'B00H2VO6P0', 'B002P3L99G', 'B00M0V39VE', 'B00014GT8W']
Recommendations for user A13H5US9Z7L9M7: ['B000BOA2B2', 'B016FD2QH0', 'B00C9O4EQ6', 'B00ZY65RUI', 'B000V3ME6Y', 'B00M0V39VE', 'B0038CS02W', 'B006NZ3PYY', 'B00LO2RO7K', 'B00FW6ZTW6']
Recommendations for user A13HG7EAUWRYPP: ['B002D48QVQ', 'B00913VHXQ', 'B000Q34PES', 'B002D48QWA', 'B000V3KLGO', 'B002D48R5G', 'B006RBR7NO', 'B0057MMSWY', 'B000ADDVFI', 'B00E6KIKYS']
Recommendations for user A13J2PGKNMJG1K: ['B004HLM0M4', 'B00203KPDC', 'B00DHOROQ4', 'B0014JWNME', 'B004UMX7F4', 'B00203KP8C', 'B00203IOHQ', 'B000X1DKF8', 'B004XMAVFA', 'B000NGLR8A']
Recommendations for user A13JH2NRRR2NF6: ['B007PORYUI', 'B00BXS9PFE', 'B000J4IE32', 'B00YFTOET0', 'B000XTFP1W', 'B0011U7772', 'B001782ONU', 'B003CFB39C', 'B002D4J3VI', 'B000SX3380']
Recommendations for user A13KW5I9IHQ039: ['B00HSR0Q3Y', 'B0002NXRVY', 'B003EHOLAQ', 'B0002CEIQ8', 'B00JR66S5Y', 'B00OMLC9HA', 'B000AV4XW0', 'B01F8B7H24', 'B00IJC50K6', 'B00ZY93VMG']
Recommendations for user A13M9XSQ4O6NLY: ['B01EBTBC6G', 'B00JRUH6EM', 'B011CR44C4', 'B00ZVFKY14', 'B01DQG37VS', 'B017MUI34U', 'B0002CEIQ8', 'B01CEJLJOK', 'B000P6W6XI', 'B00R1CL2HK']
Recommendations for user A13MKSASQ6YWL7: ['B0002RI2PG', 'B000V3IQGQ', 'B000Q388UK', 'B0002CEIQ8', 'B00B95PWFS', 'B01GDUM666', 'B003EHOLAQ', 'B00M0V3D7Y', 'B00GB2ODJ0', 'B005CX2DTQ']
Recommendations for user A13NJZ1M018A7C: ['B00JR66C9Q', 'B00NIQALAC', 'B00LAN2YEQ', 'B016IXPWO6', 'B0009OAI1S', 'B00KWHATEI', 'B01BMBNUQQ', 'B00C9O4EQ6', 'B000V3MHA2', 'B00ZVD9JOE']
Recommendations for user A13OUY99ND8NWI: ['B00BD3R1PU', 'B008VKEA9I', 'B000PHP8L4', 'B000NARU2S', 'B00396OTJ0', 'B001DYFGGU', 'B002UOCTSU', 'B00176SJPY', 'B00B59LCIE', 'B00WR5RQSA']
Recommendations for user A13QN9DLFWOHRN: ['B001543FF2', 'B000GI3U6C', 'B008YFX9KG', 'B006X4LU9W', 'B002UOCTSU', 'B00176SJPY', 'B00WR5RQSA', 'B0059JS1BW', 'B003B6S36S', 'B00755JWSE']
Recommendations for user A13RTK1873ZLFS: ['B0058TE4WI', 'B0006PLMFQ', 'B000J4IE32', 'B001782ONU', 'B00YFTOET0', 'B000XTFP1W', 'B0011U7772', 'B002D4J3VI', 'B000SX3380', 'B000CNTT9I']
Recommendations for user A13RTN901YNT7S: ['B000NUG5LK', 'B000248HLI', 'B000Z5YFX8', 'B00IMRC4SY', 'B00E7T212K', 'B00DY68AC2', 'B0012RWK5I', 'B00913VHXQ', 'B0014F812E', 'B00CUF29WU']
Recommendations for user A13TAZK9Q95A35: ['B00132H3UE', 'B00172LMNO', 'B00172DJ08', 'B003L8RVZ0', 'B0015ZC13I', 'B000O5WCN4', 'B000O5RVJO', 'B00172PC3A', 'B001VJVP0S', 'B00172IES0']
Recommendations for user A13V89Q8UQUKTQ: ['B007PORYUI', 'B0006PLMFQ', 'B000J4IE32', 'B001782ONU', 'B00YFTOET0', 'B000XTFP1W', 'B0011U7772', 'B003CFB39C', 'B000SX3380', 'B000CNTT9I']
Recommendations for user A13VL2XSHUWRTH: ['B002RSUPD0', 'B00SNM5US4', 'B005O8XYYM', 'B0013YU2IM', 'B00176B8BG', 'B004UMX7F4', 'B0009OAHWI', 'B00EFGDYZS', 'B000R3K2F8', 'B01DWRRVC2']
